	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_4185	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV_4186	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_4187	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4188	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_4189	Bacteria	Cyanobacteriota	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_4190	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_4191	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV_4192	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Incertae_Sedis	Phocaeicola	NA
ASV_4193	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4194	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4195	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV_4196	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4197	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_4198	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4199	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_4200	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella	NA
ASV_4201	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4202	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4203	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_4204	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4205	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_4206	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV_4207	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV_4208	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4209	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	NA	NA	NA
ASV_4210	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	HT002	NA
ASV_4211	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	NA	NA	NA
ASV_4212	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	NA	NA	NA
ASV_4213	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4214	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	NA
ASV_4215	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4216	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_4217	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_4218	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4219	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4220	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4221	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Anaeroglobus	NA
ASV_4222	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4223	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4224	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	NA
ASV_4225	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA
ASV_4226	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA
ASV_4227	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4228	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family_XI	Anaerococcus	NA
ASV_4229	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4230	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4231	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_saphenum_group	NA
ASV_4232	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4233	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA
ASV_4234	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Slackia	NA
ASV_4235	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4236	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4237	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_4238	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4239	Bacteria	Bacillota	NA	NA	NA	NA	NA
ASV_4240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Massiliprevotella	NA
ASV_4241	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV_4242	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_4243	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV_4244	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
ASV_4245	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	NA	NA
ASV_4246	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	NA	NA	NA
ASV_4247	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_4248	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4249	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4250	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_4251	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4252	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4253	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4254	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV_4255	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family_XI	Parvimonas	NA
ASV_4256	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4257	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_4258	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Hornefia	NA
ASV_4259	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4260	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	NA	NA	NA
ASV_4261	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA
ASV_4262	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Incertae_Sedis	Phocaeicola	NA
ASV_4263	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4264	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4265	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4266	Bacteria	Bacillota	Clostridia	NA	NA	NA	NA
ASV_4267	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Family_XI	Parvimonas	NA
ASV_4268	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_4269	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4270	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Conservatibacter	NA
ASV_4271	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4272	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4273	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA
ASV_4274	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA
ASV_4275	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4276	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA
ASV_4277	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	NA
ASV_4278	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA
ASV_4279	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA
ASV_4280	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV_4281	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4282	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA	NA
ASV_4283	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA
ASV_4284	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4285	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister	NA
ASV_4286	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4287	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4288	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_4289	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4290	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	NA
ASV_4291	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	NA	NA
ASV_4292	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA
ASV_4293	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV_4294	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_brachy_group	NA
ASV_4295	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_4296	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA
ASV_4297	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4298	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4299	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4300	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
ASV_4301	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA
ASV_4302	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_4303	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_4304	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4305	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA
ASV_4306	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4307	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_4308	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4309	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4310	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4311	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4312	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	NA
ASV_4313	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV_4314	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium	NA
ASV_4315	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4316	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV_4317	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV_4318	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4319	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	NA
ASV_4320	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4321	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_4322	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	F0058	NA
ASV_4323	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV_4324	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	NA	NA
ASV_4325	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	NA	NA	NA
ASV_4326	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
ASV_4327	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	NA	NA
ASV_4328	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_4329	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4330	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4331	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_4332	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4333	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4334	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV_4335	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4336	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
ASV_4337	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4338	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	NA
ASV_4339	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4340	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4341	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella	NA
ASV_4342	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	NA	NA
ASV_4343	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4344	Bacteria	Cyanobacteriota	Cyanobacteriia	NA	NA	NA	NA
ASV_4345	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
ASV_4346	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4347	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4348	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	NA
ASV_4349	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4350	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_4351	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	NA
ASV_4352	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
ASV_4353	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4354	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	NA
ASV_4355	Bacteria	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	NA
ASV_4356	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV_4357	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4358	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Hoylesella	NA
ASV_4359	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4360	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	NA
ASV_4361	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4362	NA	NA	NA	NA	NA	NA	NA
ASV_4363	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4364	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	NA	NA	NA
ASV_4365	Bacteria	Pseudomonadota	NA	NA	NA	NA	NA
ASV_4366	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA	NA
ASV_4367	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV_4368	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	NA
ASV_4369	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA
ASV_4370	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA
ASV_4371	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4372	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4373	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	NA	NA
ASV_4374	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Acutalibacter	NA
ASV_4375	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	NA
ASV_4376	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4377	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4378	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4379	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Fastidiosipila	NA
ASV_4380	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4381	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4382	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4383	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4384	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_4385	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter	NA
ASV_4386	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	NA
ASV_4387	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4388	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	NA
ASV_4389	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Fretibacterium	NA
ASV_4390	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Incertae_Sedis	Phocaeicola	NA
ASV_4391	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	NA
ASV_4392	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV_4393	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Filifactor	NA
ASV_4394	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV_4395	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	NA
ASV_4396	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	NA	NA
ASV_4397	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nomurabacteria	NA	NA	NA
ASV_4398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4399	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Flexilinea	NA
ASV_4400	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_4401	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_4402	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA
ASV_4403	Bacteria	Actinomycetota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Scardovia	NA
ASV_4404	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_4405	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	NA
ASV_4406	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_4407	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4408	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	NA	NA	NA
ASV_4409	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4410	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4411	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4412	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4413	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4414	Bacteria	Bacillota	Clostridia	Clostridia_UCG-014	NA	NA	NA
ASV_4415	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	NA
ASV_4416	Bacteria	Bacillota	Bacilli	NA	NA	NA	NA
ASV_4417	Bacteria	Bacillota	Bacilli	Lactobacillales	NA	NA	NA
ASV_4418	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium]_sulci_group	NA
ASV_4419	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA
ASV_4420	Bacteria	NA	NA	NA	NA	NA	NA
ASV_4421	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA	NA
ASV_4422	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV_4423	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	NA
ASV_4424	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA	NA
ASV_4425	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4426	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	NA
ASV_4427	Bacteria	Bacillota	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	NA
ASV_4428	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4429	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	NA
ASV_4430	Bacteria	Actinomycetota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	NA
ASV_4431	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA
ASV_4432	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	NA
ASV_4433	Bacteria	Bacillota	NA	NA	NA	NA	NA
ASV_4434	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV_4435	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV_4436	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7x	NA
ASV_4437	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4438	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_4439	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA	NA
ASV_4440	Bacteria	Actinomycetota	Actinobacteria	NA	NA	NA	NA
ASV_4441	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA	NA
ASV_4442	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA
ASV_4443	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	NA
ASV_4444	Bacteria	Actinomycetota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	NA
ASV_4445	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV_4446	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Corynebacteriaceae	Corynebacterium	NA
ASV_4447	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV_4448	Bacteria	Bacillota	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	NA	NA
